parentEventID	eventID	occurrenceID	catalogNumber	type	language	basisOfRecord	occurrenceStatus	ScientificName	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	specificEpithet	scientificNameID	scientificNameAuthorship	identifiedBy	identifiedByID	institutionCode	collectionCode	Paris_MNHN_Number	preparations	year	month	day	eventDate	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	occurrenceRemarks	identificationRemarks	identificationQualifier	locality	geodeticDatum	minimumDepthInMeters	maximumDepthInMeters	associatedOccurrences
ACE_2017	211	SO_Isotope_1985_2017_0001	ACE_ASCCC_0076.1	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7331	64.8713	1e-4	11.1				Kerguelen Islands	WGS84	290	290	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1480-21"
ACE_2017	211	SO_Isotope_1985_2017_0002	ACE_ASCCC_0076.2	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7331	64.8713	1e-4	11.1				Kerguelen Islands	WGS84	290	290	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1481-21"
ACE_2017	211	SO_Isotope_1985_2017_0003	ACE_ASCCC_0080.1	PhysicalObject	en	PreservedSpecimen	present	Bathybiaster vexillifer	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Bathybiaster		vexillifer	urn:lsid:marinespecies.org:taxname:123881	Wyville Thomson, 1873	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7331	64.8713	1e-4	11.1				Kerguelen Islands	WGS84	290	290	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1482-21"
ACE_2017	211	SO_Isotope_1985_2017_0004	ACE_ASCCC_0080.2	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7331	64.8713	1e-4	11.1				Kerguelen Islands	WGS84	290	290	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1374-21"
ACE_2017	211	SO_Isotope_1985_2017_0005	ACE_ASCCC_0080.3	PhysicalObject	en	PreservedSpecimen	present	Rhopiella hirsuta	Animalia	Echinodermata	Asteroidea	Spinulosida	Echinasteridae	Rhopiella		hirsuta	urn:lsid:marinespecies.org:taxname:172745	(Koehler, 1920)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7331	64.8713	1e-4	11.1				Kerguelen Islands	WGS84	290	290	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1483-21"
ACE_2017	211	SO_Isotope_1985_2017_0006	ACE_ASCCC_0080.4	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7331	64.8713	1e-4	11.1				Kerguelen Islands	WGS84	290	290	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1484-21"
ACE_2017	213	SO_Isotope_1985_2017_0007	ACE_ASCCC_0129.1	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1485-21"
ACE_2017	213	SO_Isotope_1985_2017_0008	ACE_ASCCC_0129.2	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1375-21"
ACE_2017	213	SO_Isotope_1985_2017_0009	ACE_ASCCC_0129.3	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1376-21"
ACE_2017	213	SO_Isotope_1985_2017_0010	ACE_ASCCC_0131	PhysicalObject	en	PreservedSpecimen	present	Labidiaster annulatus	Animalia	Echinodermata	Asteroidea	Forcipulatida	Heliasteridae	Labidiaster		annulatus	urn:lsid:marinespecies.org:taxname:234924	Sladen, 1889	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1486-21"
ACE_2017	213	SO_Isotope_1985_2017_0011	ACE_ASCCC_0137.1	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1487-21"
ACE_2017	213	SO_Isotope_1985_2017_0012	ACE_ASCCC_0137.2	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1488-21"
ACE_2017	213	SO_Isotope_1985_2017_0013	ACE_ASCCC_0145	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	3	2017-01-03	-49.7278	64.896	1e-4	11.1				Kerguelen Islands	WGS84	296	296	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1377-21"
ACE_2017	234	SO_Isotope_1985_2017_0014	ACE_ASCCC_0174	PhysicalObject	en	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	4	2017-01-04	-50.0021	70.6722	1e-4	11.1				Kerguelen Islands	WGS84	304	304	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1380-21"
ACE_2017	270	SO_Isotope_1985_2017_0015	ACE_ASCCC_0214.1	PhysicalObject	en	PreservedSpecimen	present	Solaster	Animalia	Echinodermata	Asteroidea	Valvatida	Solasteridae	Solaster			urn:lsid:marinespecies.org:taxname:123338	Forbes, 1839	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1381-21"
ACE_2017	270	SO_Isotope_1985_2017_0016	ACE_ASCCC_0214.10	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1383-21"
ACE_2017	270	SO_Isotope_1985_2017_0017	ACE_ASCCC_0214.11	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1384-21"
ACE_2017	270	SO_Isotope_1985_2017_0018	ACE_ASCCC_0214.12	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1385-21"
ACE_2017	270	SO_Isotope_1985_2017_0019	ACE_ASCCC_0214.13	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1386-21"
ACE_2017	270	SO_Isotope_1985_2017_0020	ACE_ASCCC_0214.2	PhysicalObject	en	PreservedSpecimen	present	Diplasterias meridionalis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		meridionalis	urn:lsid:marinespecies.org:taxname:172653	(Perrier, 1875)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1		Clade_Diplasterias meridionalis		Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1489-21"
ACE_2017	270	SO_Isotope_1985_2017_0021	ACE_ASCCC_0214.3	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1490-21"
ACE_2017	270	SO_Isotope_1985_2017_0022	ACE_ASCCC_0214.4	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1		Clade_Odontaster penicillatus		Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1491-21"
ACE_2017	270	SO_Isotope_1985_2017_0023	ACE_ASCCC_0214.5	PhysicalObject	en	PreservedSpecimen	present	Odontaster penicillatus	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Odontaster		penicillatus	urn:lsid:marinespecies.org:taxname:177924	(Philippi, 1870)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1492-21"
ACE_2017	270	SO_Isotope_1985_2017_0024	ACE_ASCCC_0214.6	PhysicalObject	en	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1		Clade_Acodontaster sp6		Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1493-21"
ACE_2017	270	SO_Isotope_1985_2017_0025	ACE_ASCCC_0214.7	PhysicalObject	en	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1		Clade_Acodontaster sp6		Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1494-21"
ACE_2017	270	SO_Isotope_1985_2017_0026	ACE_ASCCC_0214.9	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1347	71.8448	1e-4	11.1				Kerguelen Islands	WGS84	214	214	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1382-21"
ACE_2017	272	SO_Isotope_1985_2017_0027	ACE_ASCCC_0271.1	PhysicalObject	en	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1		Clade_Acodontaster sp6		Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1496-21"
ACE_2017	272	SO_Isotope_1985_2017_0028	ACE_ASCCC_0271.10	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1395-21"
ACE_2017	272	SO_Isotope_1985_2017_0029	ACE_ASCCC_0271.11	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1396-21"
ACE_2017	272	SO_Isotope_1985_2017_0030	ACE_ASCCC_0271.12	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1397-21"
ACE_2017	272	SO_Isotope_1985_2017_0031	ACE_ASCCC_0271.13	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1398-21"
ACE_2017	272	SO_Isotope_1985_2017_0032	ACE_ASCCC_0271.14	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1399-21"
ACE_2017	272	SO_Isotope_1985_2017_0033	ACE_ASCCC_0271.15	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1400-21"
ACE_2017	272	SO_Isotope_1985_2017_0034	ACE_ASCCC_0271.16	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1401-21"
ACE_2017	272	SO_Isotope_1985_2017_0035	ACE_ASCCC_0271.17	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1402-21"
ACE_2017	272	SO_Isotope_1985_2017_0036	ACE_ASCCC_0271.18	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1403-21"
ACE_2017	272	SO_Isotope_1985_2017_0037	ACE_ASCCC_0271.19	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1404-21"
ACE_2017	272	SO_Isotope_1985_2017_0038	ACE_ASCCC_0271.2	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1389-21"
ACE_2017	272	SO_Isotope_1985_2017_0039	ACE_ASCCC_0271.20	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1405-21"
ACE_2017	272	SO_Isotope_1985_2017_0040	ACE_ASCCC_0271.21	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1406-21"
ACE_2017	272	SO_Isotope_1985_2017_0041	ACE_ASCCC_0271.22	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1407-21"
ACE_2017	272	SO_Isotope_1985_2017_0042	ACE_ASCCC_0271.23	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1408-21"
ACE_2017	272	SO_Isotope_1985_2017_0043	ACE_ASCCC_0271.24	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1409-21"
ACE_2017	272	SO_Isotope_1985_2017_0044	ACE_ASCCC_0271.25	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1410-21"
ACE_2017	272	SO_Isotope_1985_2017_0045	ACE_ASCCC_0271.26	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1411-21"
ACE_2017	272	SO_Isotope_1985_2017_0046	ACE_ASCCC_0271.27	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1412-21"
ACE_2017	272	SO_Isotope_1985_2017_0047	ACE_ASCCC_0271.28	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1413-21"
ACE_2017	272	SO_Isotope_1985_2017_0048	ACE_ASCCC_0271.29	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1414-21"
ACE_2017	272	SO_Isotope_1985_2017_0049	ACE_ASCCC_0271.3	PhysicalObject	en	PreservedSpecimen	present	Smilasterias triremis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Stichasteridae	Smilasterias		triremis	urn:lsid:marinespecies.org:taxname:172702	(Sladen, 1889)	Camille Moreau	0000-0002-0981-7442	ULB			Ethanol	2017	1	7	2017-01-07	-51.1471	71.758	1e-4	11.1				Kerguelen Islands	WGS84	207	207	"sameAs": "http://v3.boldsystems.org/index.php/API_Public/combined?ids=ASULB1390-21"
