occurrenceID	datasetID	eventID	parentEventID	fieldNumber	collectionCode	ownerInstitutionCode	institutionCode	materialSampleID	catalogNumber	type	basisOfRecord	occurrenceStatus	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	scientificNameID	scientificNameAuthorship	identifiedBy	preparations	year	month	day	eventDate	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	identificationRemarks	identificationQualifier	higherGeography	geodeticDatum	minimumDepthInMeters	maximumDepthInMeters
SO_isotope:ULB-ACE_ASCCC_1126.6	Sounthern_Ocean_Isotope_2021	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1126.6	ACE_ASCCC_1126.6	PhysicalObject	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_0214.6	Sounthern_Ocean_Isotope_2022	ACE_2017:270	ACE_2017	270		ULB	ULB	ACE ASCCC 0214.6	ACE_ASCCC_0214.6	PhysicalObject	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	Ethanol	2017			2017	-51.1347	71.8448	1e-4	11.1		Clade_Acodontaster sp6		Kerguelen	WGS84	214	214
SO_isotope:ULB-ACE_ASCCC_0214.7	Sounthern_Ocean_Isotope_2023	ACE_2017:270	ACE_2017	270		ULB	ULB	ACE ASCCC 0214.7	ACE_ASCCC_0214.7	PhysicalObject	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	Ethanol	2017			2017	-51.1347	71.8448	1e-4	11.1		Clade_Acodontaster sp6		Kerguelen	WGS84	214	214
SO_isotope:ULB-ACE_ASCCC_0271.1	Sounthern_Ocean_Isotope_2024	ACE_2017:272	ACE_2017	272		ULB	ULB	ACE ASCCC 0271.1	ACE_ASCCC_0271.1	PhysicalObject	PreservedSpecimen	present	Acodontaster	Animalia	Echinodermata	Asteroidea	Valvatida	Odontasteridae	Acodontaster			urn:lsid:marinespecies.org:taxname:172592	Verrill, 1899	Camille Moreau	Ethanol	2017			2017	-51.1471	71.758	1e-4	11.1		Clade_Acodontaster sp6		Kerguelen	WGS84	207	207
SO_isotope:ULB-ACE_ASCCC_0671	Sounthern_Ocean_Isotope_2025	ACE_2017:1532	ACE_2017	1532		ULB	ULB	ACE ASCCC 0671	ACE_ASCCC_0671	PhysicalObject	PreservedSpecimen	present	Asteroidea	Animalia	Echinodermata	Asteroidea						urn:lsid:marinespecies.org:taxname:123080	de Blainville, 1830	Camille Moreau	Ethanol	2017			2017	-73.2015	-127.2673	1e-4	11.1				Siple Island (Admundsen)	WGS84	340	340
SO_isotope:ULB-ACE_ASCCC_1066.7	Sounthern_Ocean_Isotope_2026	ACE_2017:2768	ACE_2017	2768		ULB	ULB	ACE ASCCC 1066.7	ACE_ASCCC_1066.7	PhysicalObject	PreservedSpecimen	present	Asteroidea	Animalia	Echinodermata	Asteroidea						urn:lsid:marinespecies.org:taxname:123080	de Blainville, 1830	Camille Moreau	Ethanol	2017			2017	-54.4249	3.5241	1e-4	11.1				Ile Bouvet	WGS84	327	327
SO_isotope:ULB-ACE_ASCCC_1126.7	Sounthern_Ocean_Isotope_2027	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1126.7	ACE_ASCCC_1126.7	PhysicalObject	PreservedSpecimen	present	Asteroidea	Animalia	Echinodermata	Asteroidea						urn:lsid:marinespecies.org:taxname:123080	de Blainville, 1830	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_1126.8	Sounthern_Ocean_Isotope_2028	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1126.8	ACE_ASCCC_1126.8	PhysicalObject	PreservedSpecimen	present	Asteroidea	Animalia	Echinodermata	Asteroidea						urn:lsid:marinespecies.org:taxname:123080	de Blainville, 1830	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_0515.3	Sounthern_Ocean_Isotope_2029	ACE_2017:1212	ACE_2017	1212		ULB	ULB	ACE ASCCC 0515.3	ACE_ASCCC_0515.3	PhysicalObject	PreservedSpecimen	present	Bathybiaster loripes	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Bathybiaster		loripes	urn:lsid:marinespecies.org:taxname:172715	Sladen, 1889	Camille Moreau	Ethanol	2017			2017	-66.1481	162.2009	1e-4	11.1		Clade_Bathybiaster loripes		Young Island	WGS84	600	600
SO_isotope:ULB-ACE_ASCCC_0080.1	Sounthern_Ocean_Isotope_2030	ACE_2017:211	ACE_2017	211		ULB	ULB	ACE ASCCC 0080.1	ACE_ASCCC_0080.1	PhysicalObject	PreservedSpecimen	present	Bathybiaster vexillifer	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Bathybiaster		vexillifer	urn:lsid:marinespecies.org:taxname:123881	Wyville Thomson, 1873	Camille Moreau	Ethanol	2017			2017	-49.7331	64.8713	1e-4	11.1				Kerguelen	WGS84	290	290
SO_isotope:ULB-ACE_ASCCC_0272.1	Sounthern_Ocean_Isotope_2031	ACE_2017:272	ACE_2017	272		ULB	ULB	ACE ASCCC 0272.1	ACE_ASCCC_0272.1	PhysicalObject	PreservedSpecimen	present	Bathybiaster vexillifer	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Bathybiaster		vexillifer	urn:lsid:marinespecies.org:taxname:123881	Wyville Thomson, 1873	Camille Moreau	Ethanol	2017			2017	-51.1471	71.758	1e-4	11.1				Kerguelen	WGS84	207	207
SO_isotope:ULB-ACE_ASCCC_0369	Sounthern_Ocean_Isotope_2032	ACE_2017:316	ACE_2017	316		ULB	ULB	ACE ASCCC 0369	ACE_ASCCC_0369	PhysicalObject	PreservedSpecimen	present	Bathybiaster vexillifer	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Bathybiaster		vexillifer	urn:lsid:marinespecies.org:taxname:123881	Wyville Thomson, 1873	Camille Moreau	Ethanol	2017			2017	-52.3515	74.7873	1e-4	11.1				Kerguelen	WGS84	204	204
SO_isotope:ULB-ACE_ASCCC_0174	Sounthern_Ocean_Isotope_2033	ACE_2017:234	ACE_2017	234		ULB	ULB	ACE ASCCC 0174	ACE_ASCCC_0174	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-50.0021	70.6722	1e-4	11.1				Kerguelen	WGS84	304	304
SO_isotope:ULB-ACE_ASCCC_0469.1	Sounthern_Ocean_Isotope_2034	ACE_2017:1210	ACE_2017	1210		ULB	ULB	ACE ASCCC 0469.1	ACE_ASCCC_0469.1	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-66.1606	162.1788	1e-4	11.1				Young Island	WGS84	357	357
SO_isotope:ULB-ACE_ASCCC_0469.2	Sounthern_Ocean_Isotope_2035	ACE_2017:1210	ACE_2017	1210		ULB	ULB	ACE ASCCC 0469.2	ACE_ASCCC_0469.2	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-66.1606	162.1788	1e-4	11.1				Young Island	WGS84	357	357
SO_isotope:ULB-ACE_ASCCC_0480.1	Sounthern_Ocean_Isotope_2036	ACE_2017:1212	ACE_2017	1212		ULB	ULB	ACE ASCCC 0480.1	ACE_ASCCC_0480.1	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-66.1481	162.2009	1e-4	11.1				Young Island	WGS84	500	500
SO_isotope:ULB-ACE_ASCCC_0480.2	Sounthern_Ocean_Isotope_2037	ACE_2017:1212	ACE_2017	1212		ULB	ULB	ACE ASCCC 0480.2	ACE_ASCCC_0480.2	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-66.1481	162.2009	1e-4	11.1				Young Island	WGS84	500	500
SO_isotope:ULB-ACE_ASCCC_0480.3	Sounthern_Ocean_Isotope_2038	ACE_2017:1212	ACE_2017	1212		ULB	ULB	ACE ASCCC 0480.3	ACE_ASCCC_0480.3	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-66.1481	162.2009	1e-4	11.1				Young Island	WGS84	500	500
SO_isotope:ULB-ACE_ASCCC_0480.4	Sounthern_Ocean_Isotope_2039	ACE_2017:1212	ACE_2017	1212		ULB	ULB	ACE ASCCC 0480.4	ACE_ASCCC_0480.4	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-66.1481	162.2009	1e-4	11.1				Young Island	WGS84	500	500
SO_isotope:ULB-ACE_ASCCC_1066.3	Sounthern_Ocean_Isotope_2040	ACE_2017:2768	ACE_2017	2768		ULB	ULB	ACE ASCCC 1066.3	ACE_ASCCC_1066.3	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4249	3.5241	1e-4	11.1				Ile Bouvet	WGS84	327	327
SO_isotope:ULB-ACE_ASCCC_1066.4	Sounthern_Ocean_Isotope_2041	ACE_2017:2768	ACE_2017	2768		ULB	ULB	ACE ASCCC 1066.4	ACE_ASCCC_1066.4	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4249	3.5241	1e-4	11.1				Ile Bouvet	WGS84	327	327
SO_isotope:ULB-ACE_ASCCC_1066.5	Sounthern_Ocean_Isotope_2042	ACE_2017:2768	ACE_2017	2768		ULB	ULB	ACE ASCCC 1066.5	ACE_ASCCC_1066.5	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4249	3.5241	1e-4	11.1				Ile Bouvet	WGS84	327	327
SO_isotope:ULB-ACE_ASCCC_1066.6	Sounthern_Ocean_Isotope_2043	ACE_2017:2768	ACE_2017	2768		ULB	ULB	ACE ASCCC 1066.6	ACE_ASCCC_1066.6	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4249	3.5241	1e-4	11.1				Ile Bouvet	WGS84	327	327
SO_isotope:ULB-ACE_ASCCC_1126.2	Sounthern_Ocean_Isotope_2044	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1126.2	ACE_ASCCC_1126.2	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_1126.3	Sounthern_Ocean_Isotope_2045	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1126.3	ACE_ASCCC_1126.3	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_1126.4	Sounthern_Ocean_Isotope_2046	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1126.4	ACE_ASCCC_1126.4	PhysicalObject	PreservedSpecimen	present	Cheiraster	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster			urn:lsid:marinespecies.org:taxname:123240	Studer, 1883	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_1031.4	Sounthern_Ocean_Isotope_2047	ACE_2017:2766	ACE_2017	2766		ULB	ULB	ACE ASCCC 1031.4	ACE_ASCCC_1031.4	PhysicalObject	PreservedSpecimen	present	Cuenotaster involutus	Animalia	Echinodermata	Asteroidea	Valvatida	Ganeriidae	Cuenotaster		involutus	urn:lsid:marinespecies.org:taxname:172784	(Koehler, 1912)	Camille Moreau	Ethanol	2017			2017	-54.4239	3.5425	1e-4	11.1				Ile Bouvet	WGS84	240	240
SO_isotope:ULB-ACE_ASCCC_1031.5	Sounthern_Ocean_Isotope_2048	ACE_2017:2766	ACE_2017	2766		ULB	ULB	ACE ASCCC 1031.5	ACE_ASCCC_1031.5	PhysicalObject	PreservedSpecimen	present	Cuenotaster involutus	Animalia	Echinodermata	Asteroidea	Valvatida	Ganeriidae	Cuenotaster		involutus	urn:lsid:marinespecies.org:taxname:172784	(Koehler, 1912)	Camille Moreau	Ethanol	2017			2017	-54.4239	3.5425	1e-4	11.1				Ile Bouvet	WGS84	240	240
SO_isotope:ULB-ACE_ASCCC_1031.6	Sounthern_Ocean_Isotope_2049	ACE_2017:2766	ACE_2017	2766		ULB	ULB	ACE ASCCC 1031.6	ACE_ASCCC_1031.6	PhysicalObject	PreservedSpecimen	present	Cuenotaster involutus	Animalia	Echinodermata	Asteroidea	Valvatida	Ganeriidae	Cuenotaster		involutus	urn:lsid:marinespecies.org:taxname:172784	(Koehler, 1912)	Camille Moreau	Ethanol	2017			2017	-54.4239	3.5425	1e-4	11.1				Ile Bouvet	WGS84	240	240
SO_isotope:ULB-ACE_ASCCC_1157.3	Sounthern_Ocean_Isotope_2050	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1157.3	ACE_ASCCC_1157.3	PhysicalObject	PreservedSpecimen	present	Cuenotaster involutus	Animalia	Echinodermata	Asteroidea	Valvatida	Ganeriidae	Cuenotaster		involutus	urn:lsid:marinespecies.org:taxname:172784	(Koehler, 1912)	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1				Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_0898	Sounthern_Ocean_Isotope_2051	ACE_2017:2377	ACE_2017	2377		ULB	ULB	ACE ASCCC 0898	ACE_ASCCC_0898	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-57.1491	-26.7425	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	277	277
SO_isotope:ULB-ACE_ASCCC_0935	Sounthern_Ocean_Isotope_2052	ACE_2017:2379	ACE_2017	2379		ULB	ULB	ACE ASCCC 0935	ACE_ASCCC_0935	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4692	-27.3283	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	130	130
SO_isotope:ULB-ACE_ASCCC_0940.1	Sounthern_Ocean_Isotope_2053	ACE_2017:2379	ACE_2017	2379		ULB	ULB	ACE ASCCC 0940.1	ACE_ASCCC_0940.1	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4692	-27.3283	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	130	130
SO_isotope:ULB-ACE_ASCCC_0940.2	Sounthern_Ocean_Isotope_2054	ACE_2017:2379	ACE_2017	2379		ULB	ULB	ACE ASCCC 0940.2	ACE_ASCCC_0940.2	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4692	-27.3283	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	130	130
SO_isotope:ULB-ACE_ASCCC_0963.1	Sounthern_Ocean_Isotope_2055	ACE_2017:2379	ACE_2017	2379		ULB	ULB	ACE ASCCC 0963.1	ACE_ASCCC_0963.1	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4692	-27.3283	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	130	130
SO_isotope:ULB-ACE_ASCCC_0973	Sounthern_Ocean_Isotope_2056	ACE_2017:2589	ACE_2017	2589		ULB	ULB	ACE ASCCC 0973	ACE_ASCCC_0973	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4687	-27.2867	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	173	173
SO_isotope:ULB-ACE_ASCCC_0997.1	Sounthern_Ocean_Isotope_2057	ACE_2017:2589	ACE_2017	2589		ULB	ULB	ACE ASCCC 0997.1	ACE_ASCCC_0997.1	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4687	-27.2867	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	173	173
SO_isotope:ULB-ACE_ASCCC_0997.2	Sounthern_Ocean_Isotope_2058	ACE_2017:2589	ACE_2017	2589		ULB	ULB	ACE ASCCC 0997.2	ACE_ASCCC_0997.2	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4687	-27.2867	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	173	173
SO_isotope:ULB-ACE_ASCCC_0997.3	Sounthern_Ocean_Isotope_2059	ACE_2017:2589	ACE_2017	2589		ULB	ULB	ACE ASCCC 0997.3	ACE_ASCCC_0997.3	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4687	-27.2867	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	173	173
SO_isotope:ULB-ACE_ASCCC_1004.1	Sounthern_Ocean_Isotope_2060	ACE_2017:2591	ACE_2017	2591		ULB	ULB	ACE ASCCC 1004.1	ACE_ASCCC_1004.1	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4677	-27.2879	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	132	132
SO_isotope:ULB-ACE_ASCCC_1004.2	Sounthern_Ocean_Isotope_2061	ACE_2017:2591	ACE_2017	2591		ULB	ULB	ACE ASCCC 1004.2	ACE_ASCCC_1004.2	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4677	-27.2879	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	132	132
SO_isotope:ULB-ACE_ASCCC_1004.3	Sounthern_Ocean_Isotope_2062	ACE_2017:2591	ACE_2017	2591		ULB	ULB	ACE ASCCC 1004.3	ACE_ASCCC_1004.3	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4677	-27.2879	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	132	132
SO_isotope:ULB-ACE_ASCCC_1004.4	Sounthern_Ocean_Isotope_2063	ACE_2017:2591	ACE_2017	2591		ULB	ULB	ACE ASCCC 1004.4	ACE_ASCCC_1004.4	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4677	-27.2879	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	132	132
SO_isotope:ULB-ACE_ASCCC_1004.5	Sounthern_Ocean_Isotope_2064	ACE_2017:2591	ACE_2017	2591		ULB	ULB	ACE ASCCC 1004.5	ACE_ASCCC_1004.5	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4677	-27.2879	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	132	132
SO_isotope:ULB-ACE_ASCCC_1004.6	Sounthern_Ocean_Isotope_2065	ACE_2017:2591	ACE_2017	2591		ULB	ULB	ACE ASCCC 1004.6	ACE_ASCCC_1004.6	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-59.4677	-27.2879	1e-4	11.1		Clade_Diplasterias sp2		Iles sandwichs du Sud	WGS84	132	132
SO_isotope:ULB-ACE_ASCCC_1031.1	Sounthern_Ocean_Isotope_2066	ACE_2017:2766	ACE_2017	2766		ULB	ULB	ACE ASCCC 1031.1	ACE_ASCCC_1031.1	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-54.4239	3.5425	1e-4	11.1		Clade_Diplasterias sp2		Ile Bouvet	WGS84	240	240
SO_isotope:ULB-ACE_ASCCC_1083	Sounthern_Ocean_Isotope_2067	ACE_2017:2768	ACE_2017	2768		ULB	ULB	ACE ASCCC 1083	ACE_ASCCC_1083	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-54.4249	3.5241	1e-4	11.1		Clade_Diplasterias sp2		Ile Bouvet	WGS84	327	327
SO_isotope:ULB-ACE_ASCCC_1157.1	Sounthern_Ocean_Isotope_2068	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1157.1	ACE_ASCCC_1157.1	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1		Clade_Diplasterias sp2		Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_1157.2	Sounthern_Ocean_Isotope_2069	ACE_2017:2770	ACE_2017	2770		ULB	ULB	ACE ASCCC 1157.2	ACE_ASCCC_1157.2	PhysicalObject	PreservedSpecimen	present	Diplasterias	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias			urn:lsid:marinespecies.org:taxname:172529	Perrier, 1891	Camille Moreau	Ethanol	2017			2017	-54.4246	3.5292	1e-4	11.1		Clade_Diplasterias sp2		Ile Bouvet	WGS84	399	399
SO_isotope:ULB-ACE_ASCCC_0214.2	Sounthern_Ocean_Isotope_2070	ACE_2017:270	ACE_2017	270		ULB	ULB	ACE ASCCC 0214.2	ACE_ASCCC_0214.2	PhysicalObject	PreservedSpecimen	present	Diplasterias meridionalis	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		meridionalis	urn:lsid:marinespecies.org:taxname:172653	(Perrier, 1875)	Camille Moreau	Ethanol	2017			2017	-51.1347	71.8448	1e-4	11.1		Clade_Diplasterias meridionalis		Kerguelen	WGS84	214	214
SO_isotope:ULB-ACE_ASCCC_0272.29	Sounthern_Ocean_Isotope_2071	ACE_2017:272	ACE_2017	272		ULB	ULB	ACE ASCCC 0272.29	ACE_ASCCC_0272.29	PhysicalObject	PreservedSpecimen	present	Glabraster antarctica	Animalia	Echinodermata	Asteroidea	Valvatida	Poraniidae	Glabraster		antarctica	urn:lsid:marinespecies.org:taxname:178005	(E. A. Smith, 1876)	Camille Moreau	Ethanol	2017			2017	-51.1471	71.758	1e-4	11.1				Kerguelen	WGS84	207	207
