occurrenceID	datasetID	eventID	parentEventID	fieldNumber	collectionCode	ownerInstitutionCode	institutionCode	materialSampleID	catalogNumber	type	basisOfRecord	occurrenceStatus	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	scientificNameID	scientificNameAuthorship	identifiedBy	preparations	year	month	day	eventDate	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	identificationRemarks	identificationQualifier	higherGeography	geodeticDatum	minimumDepthInMeters	maximumDepthInMeters
SO_isotope:ULB-EPOS3_253.4_Psi_char_4	Sounthern_Ocean_Isotope_2912	EPOS3:253_AGT13	EPOS3	253_AGT13		ULB	ULB		EPOS3_253.4_Psi_char_4	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	7	1989-02-07	-74.1583	-29.69	1e-4	11.1				Halley Bay	WGS84	2012	2012
SO_isotope:ULB-EPOS3_253.5_Psi_char_5	Sounthern_Ocean_Isotope_2913	EPOS3:253_AGT13	EPOS3	253_AGT13		ULB	ULB		EPOS3_253.5_Psi_char_5	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	7	1989-02-07	-74.1583	-29.69	1e-4	11.1				Halley Bay	WGS84	2012	2012
SO_isotope:ULB-EPOS3_253.6_Psi_char_6	Sounthern_Ocean_Isotope_2914	EPOS3:253_AGT13	EPOS3	253_AGT13		ULB	ULB		EPOS3_253.6_Psi_char_6	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	7	1989-02-07	-74.1583	-29.69	1e-4	11.1				Halley Bay	WGS84	2012	2012
SO_isotope:ULB-EPOS3_253.7_Psi_char_7	Sounthern_Ocean_Isotope_2915	EPOS3:253_AGT13	EPOS3	253_AGT13		ULB	ULB		EPOS3_253.7_Psi_char_7	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	7	1989-02-07	-74.1583	-29.69	1e-4	11.1				Halley Bay	WGS84	2012	2012
SO_isotope:ULB-EPOS3_253.8_Psi_char_8	Sounthern_Ocean_Isotope_2916	EPOS3:253_AGT13	EPOS3	253_AGT13		ULB	ULB		EPOS3_253.8_Psi_char_8	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	7	1989-02-07	-74.1583	-29.69	1e-4	11.1				Halley Bay	WGS84	2012	2012
SO_isotope:ULB-EPOS3_253.9_Psi_char_9	Sounthern_Ocean_Isotope_2917	EPOS3:253_AGT13	EPOS3	253_AGT13		ULB	ULB		EPOS3_253.9_Psi_char_9	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	7	1989-02-07	-74.1583	-29.69	1e-4	11.1				Halley Bay	WGS84	2012	2012
SO_isotope:ULB-EPOS3_282.4_Psi_char_1	Sounthern_Ocean_Isotope_2918	EPOS3:282_AGT22	EPOS3	282_AGT22		ULB	ULB		EPOS3_282.4_Psi_char_1	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	18	1989-02-18	-71.5283	-12.4567	1e-4	11.1				Kapp Norvegica	WGS84	609	609
SO_isotope:ULB-EPOS3_282.5_Psi_char_2	Sounthern_Ocean_Isotope_2919	EPOS3:282_AGT22	EPOS3	282_AGT22		ULB	ULB		EPOS3_282.5_Psi_char_2	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	18	1989-02-18	-71.5283	-12.4567	1e-4	11.1				Kapp Norvegica	WGS84	609	609
SO_isotope:ULB-EPOS3_282.6_Psi_char_3	Sounthern_Ocean_Isotope_2920	EPOS3:282_AGT22	EPOS3	282_AGT22		ULB	ULB		EPOS3_282.6_Psi_char_3	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	18	1989-02-18	-71.5283	-12.4567	1e-4	11.1				Kapp Norvegica	WGS84	609	609
SO_isotope:ULB-EPOS3_282.7_Psi_char_4	Sounthern_Ocean_Isotope_2921	EPOS3:282_AGT22	EPOS3	282_AGT22		ULB	ULB		EPOS3_282.7_Psi_char_4	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	18	1989-02-18	-71.5283	-12.4567	1e-4	11.1				Kapp Norvegica	WGS84	609	609
SO_isotope:ULB-EPOS3_282.8_Psi_char_5	Sounthern_Ocean_Isotope_2922	EPOS3:282_AGT22	EPOS3	282_AGT22		ULB	ULB		EPOS3_282.8_Psi_char_5	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	18	1989-02-18	-71.5283	-12.4567	1e-4	11.1				Kapp Norvegica	WGS84	609	609
SO_isotope:ULB-EPOS3_290.5_Psi_char_1	Sounthern_Ocean_Isotope_2923	EPOS3:290_AGT24	EPOS3	290_AGT24		ULB	ULB		EPOS3_290.5_Psi_char_1	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	19	1989-02-19	-71.0983	-12.5667	1e-4	11.1				Kapp Norvegica	WGS84	522	522
SO_isotope:ULB-EPOS3_293.16_Psi_char_1	Sounthern_Ocean_Isotope_2924	EPOS3:293_GSN15	EPOS3	293_GSN15		ULB	ULB		EPOS3_293.16_Psi_char_1	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	20	1989-02-20	-71.1033	-12.8967	1e-4	11.1				Kapp Norvegica	WGS84	771	771
SO_isotope:ULB-EPOS3_293.17_Psi_char_2	Sounthern_Ocean_Isotope_2925	EPOS3:293_GSN15	EPOS3	293_GSN15		ULB	ULB		EPOS3_293.17_Psi_char_2	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	20	1989-02-20	-71.1033	-12.8967	1e-4	11.1				Kapp Norvegica	WGS84	771	771
SO_isotope:ULB-EPOS3_293.18_Psi_char_3	Sounthern_Ocean_Isotope_2926	EPOS3:293_GSN15	EPOS3	293_GSN15		ULB	ULB		EPOS3_293.18_Psi_char_3	PhysicalObject	PreservedSpecimen	present	Psilaster charcoti	Animalia	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Psilaster		charcoti	urn:lsid:marinespecies.org:taxname:234948	(Koehler, 1906)	Stampanato	Formaldehyde+Ethanol	1989	2	20	1989-02-20	-71.1033	-12.8967	1e-4	11.1				Kapp Norvegica	WGS84	771	771
SO_isotope:ULB-EPOS3_248.10_Ptera_affi_3	Sounthern_Ocean_Isotope_2927	EPOS3:248_GSN10	EPOS3	248_GSN10		ULB	ULB		EPOS3_248.10_Ptera_affi_3	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.665	-29.5217	1e-4	11.1				Halley Bay	WGS84	602	602
SO_isotope:ULB-EPOS3_248.11_Ptera_affi_4	Sounthern_Ocean_Isotope_2928	EPOS3:248_GSN10	EPOS3	248_GSN10		ULB	ULB		EPOS3_248.11_Ptera_affi_4	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.665	-29.5217	1e-4	11.1				Halley Bay	WGS84	602	602
SO_isotope:ULB-EPOS3_248.12_Ptera_affi_5	Sounthern_Ocean_Isotope_2929	EPOS3:248_GSN10	EPOS3	248_GSN10		ULB	ULB		EPOS3_248.12_Ptera_affi_5	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.665	-29.5217	1e-4	11.1				Halley Bay	WGS84	602	602
SO_isotope:ULB-EPOS3_248.8_Ptera_affi_1	Sounthern_Ocean_Isotope_2930	EPOS3:248_GSN10	EPOS3	248_GSN10		ULB	ULB		EPOS3_248.8_Ptera_affi_1	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.665	-29.5217	1e-4	11.1				Halley Bay	WGS84	602	602
SO_isotope:ULB-EPOS3_248.9_Ptera_affi_2	Sounthern_Ocean_Isotope_2931	EPOS3:248_GSN10	EPOS3	248_GSN10		ULB	ULB		EPOS3_248.9_Ptera_affi_2	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.665	-29.5217	1e-4	11.1				Halley Bay	WGS84	602	602
SO_isotope:ULB-EPOS3_250.1_Ptera_affi_1	Sounthern_Ocean_Isotope_2932	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.1_Ptera_affi_1	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.10_Ptera_affi_10	Sounthern_Ocean_Isotope_2933	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.10_Ptera_affi_10	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.11_Ptera_affi_11	Sounthern_Ocean_Isotope_2934	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.11_Ptera_affi_11	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.2_Ptera_affi_2	Sounthern_Ocean_Isotope_2935	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.2_Ptera_affi_2	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.3_Ptera_affi_3	Sounthern_Ocean_Isotope_2936	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.3_Ptera_affi_3	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.4_Ptera_affi_4	Sounthern_Ocean_Isotope_2937	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.4_Ptera_affi_4	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.5_Ptera_affi_5	Sounthern_Ocean_Isotope_2938	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.5_Ptera_affi_5	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.6_Ptera_affi_6	Sounthern_Ocean_Isotope_2939	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.6_Ptera_affi_6	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.7_Ptera_affi_7	Sounthern_Ocean_Isotope_2940	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.7_Ptera_affi_7	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.8_Ptera_affi_8	Sounthern_Ocean_Isotope_2941	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.8_Ptera_affi_8	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.9_Ptera_affi_9	Sounthern_Ocean_Isotope_2942	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.9_Ptera_affi_9	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_258.10_Ptera_affi_8	Sounthern_Ocean_Isotope_2943	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.10_Ptera_affi_8	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.3_Ptera_affi_1	Sounthern_Ocean_Isotope_2944	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.3_Ptera_affi_1	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.4_Ptera_affi_2	Sounthern_Ocean_Isotope_2945	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.4_Ptera_affi_2	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.5_Ptera_affi_3	Sounthern_Ocean_Isotope_2946	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.5_Ptera_affi_3	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.6_Ptera_affi_4	Sounthern_Ocean_Isotope_2947	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.6_Ptera_affi_4	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.7_Ptera_affi_5	Sounthern_Ocean_Isotope_2948	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.7_Ptera_affi_5	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.8_Ptera_affi_6	Sounthern_Ocean_Isotope_2949	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.8_Ptera_affi_6	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_258.9_Ptera_affi_7	Sounthern_Ocean_Isotope_2950	EPOS3:258_BPN3	EPOS3	258_BPN3		ULB	ULB		EPOS3_258.9_Ptera_affi_7	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	9	1989-02-09	-74.67	-29.61	1e-4	11.1				Halley Bay	WGS84	484	484
SO_isotope:ULB-EPOS3_263.1_Ptera_affi_1	Sounthern_Ocean_Isotope_2951	EPOS3:269_BPN7	EPOS3	269_BPN7		ULB	ULB		EPOS3_263.1_Ptera_affi_1	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	11	1989-02-11	-72.9117	-19.8233	1e-4	11.1				Vest Kapp	WGS84	602	602
SO_isotope:ULB-EPOS3_263.2_Ptera_affi_2	Sounthern_Ocean_Isotope_2952	EPOS3:269_BPN7	EPOS3	269_BPN7		ULB	ULB		EPOS3_263.2_Ptera_affi_2	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	11	1989-02-11	-72.9117	-19.8233	1e-4	11.1				Vest Kapp	WGS84	602	602
SO_isotope:ULB-EPOS3_290.4_Ptera_affi_1	Sounthern_Ocean_Isotope_2953	EPOS3:290_AGT24	EPOS3	290_AGT24		ULB	ULB		EPOS3_290.4_Ptera_affi_1	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	19	1989-02-19	-71.0983	-12.5667	1e-4	11.1				Kapp Norvegica	WGS84	522	522
SO_isotope:ULB-EPOS3_293.14_Ptera_affi_1	Sounthern_Ocean_Isotope_2954	EPOS3:293_GSN15	EPOS3	293_GSN15		ULB	ULB		EPOS3_293.14_Ptera_affi_1	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	20	1989-02-20	-71.1033	-12.8967	1e-4	11.1				Kapp Norvegica	WGS84	771	771
SO_isotope:ULB-EPOS3_293.15_Ptera_affi_2	Sounthern_Ocean_Isotope_2955	EPOS3:293_GSN15	EPOS3	293_GSN15		ULB	ULB		EPOS3_293.15_Ptera_affi_2	PhysicalObject	PreservedSpecimen	present	Pteraster affinis	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		affinis	urn:lsid:marinespecies.org:taxname:172780	Smith, 1876	Stampanato	Formaldehyde+Ethanol	1989	2	20	1989-02-20	-71.1033	-12.8967	1e-4	11.1				Kapp Norvegica	WGS84	771	771
SO_isotope:ULB-EPOS3_249.1_Ptera_stell_1	Sounthern_Ocean_Isotope_2956	EPOS3:249_GSN11	EPOS3	249_GSN11		ULB	ULB		EPOS3_249.1_Ptera_stell_1	PhysicalObject	PreservedSpecimen	present	Pteraster stellifer	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		stellifer	urn:lsid:marinespecies.org:taxname:172778	Sladen, 1882	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.6217	-29.6367	1e-4	11.1				Halley Bay	WGS84	701	701
SO_isotope:ULB-EPOS3_249.2_Ptera_stell_2	Sounthern_Ocean_Isotope_2957	EPOS3:249_GSN11	EPOS3	249_GSN11		ULB	ULB		EPOS3_249.2_Ptera_stell_2	PhysicalObject	PreservedSpecimen	present	Pteraster stellifer	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		stellifer	urn:lsid:marinespecies.org:taxname:172778	Sladen, 1882	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.6217	-29.6367	1e-4	11.1				Halley Bay	WGS84	701	701
SO_isotope:ULB-EPOS3_249.3_Ptera_stell_3	Sounthern_Ocean_Isotope_2958	EPOS3:249_GSN11	EPOS3	249_GSN11		ULB	ULB		EPOS3_249.3_Ptera_stell_3	PhysicalObject	PreservedSpecimen	present	Pteraster stellifer	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		stellifer	urn:lsid:marinespecies.org:taxname:172778	Sladen, 1882	Stampanato	Formaldehyde+Ethanol	1989	2	3	1989-02-03	-74.6217	-29.6367	1e-4	11.1				Halley Bay	WGS84	701	701
SO_isotope:ULB-EPOS3_250.12_Ptera_stell_1	Sounthern_Ocean_Isotope_2959	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.12_Ptera_stell_1	PhysicalObject	PreservedSpecimen	present	Pteraster stellifer	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		stellifer	urn:lsid:marinespecies.org:taxname:172778	Sladen, 1882	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
SO_isotope:ULB-EPOS3_250.13_Ptera_stell_2	Sounthern_Ocean_Isotope_2960	EPOS3:250_GSN12	EPOS3	250_GSN12		ULB	ULB		EPOS3_250.13_Ptera_stell_2	PhysicalObject	PreservedSpecimen	present	Pteraster stellifer	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster		stellifer	urn:lsid:marinespecies.org:taxname:172778	Sladen, 1882	Stampanato	Formaldehyde+Ethanol	1989	2	4	1989-02-04	-74.605	-29.5933	1e-4	11.1				Halley Bay	WGS84	796	796
