occurrenceID	measurementType	measurementValue	measurmentUnit	measurementRemarks
SO_isotope:ULB-ADP_SYST_48_01_U10	Arm_length_R	0.035	m	
SO_isotope:ULB-ADP_SYST_48_01_U11	Arm_length_R	0.032	m	
SO_isotope:ULB-ADP_SYST_48_01_U12	Arm_length_R	0.042	m	
SO_isotope:ULB-ADP_SYST_48_01_U2	Arm_length_R	0.028	m	
SO_isotope:ULB-ADP_SYST_48_01_U3	Arm_length_R	0.013	m	
SO_isotope:ULB-ADP_SYST_48_01_U4	Arm_length_R	0.025	m	
SO_isotope:ULB-ADP_SYST_48_01_U5	Arm_length_R	0.033	m	
SO_isotope:ULB-ADP_SYST_48_01_U6	Arm_length_R	0.027	m	
SO_isotope:ULB-ADP_SYST_48_01_U7	Arm_length_R	0.015	m	
SO_isotope:ULB-ADP_SYST_48_01_U8	Arm_length_R	0.006	m	
SO_isotope:ULB-ADP_SYST_48_01_U9	Arm_length_R	0.035	m	
SO_isotope:ULB-ADP_SYST_48_01_R1	Arm_length_R	0.007	m	
SO_isotope:ULB-ADP_SYST_48_01_R2	Arm_length_R	0.025	m	
SO_isotope:ULB-ADP_SYST_48_01_R3	Arm_length_R	0.019	m	
SO_isotope:ULB-ADP_SYST_48_01_R4	Arm_length_R	0.021	m	
SO_isotope:ULB-ADP_SYST_48_01_R5	Arm_length_R	0.011	m	
SO_isotope:ULB-ADP_SYST_48_01_R6	Arm_length_R	0.017	m	
SO_isotope:ULB-ADP_SYST_48_01_R7	Arm_length_R	0.021	m	
SO_isotope:ULB-ADP_SYST_48_01_R8	Arm_length_R	0.017	m	
SO_isotope:ULB-ADP_SYST_48_01_R9	Arm_length_R	0.017	m	
SO_isotope:ULB-ADP_SYST_48_01_E2	Arm_length_R	0.049	m	
SO_isotope:ULB-ADP_SYST_48_01_N1	Arm_length_R	0.002	m	
SO_isotope:ULB-ADP_SYST_48_01_W1	Arm_length_R	0.011	m	
SO_isotope:ULB-ADP_SYST_48_01_W10	Arm_length_R	0.006	m	
SO_isotope:ULB-ADP_SYST_48_01_W11	Arm_length_R	0.022	m	
SO_isotope:ULB-ADP_SYST_48_01_W12	Arm_length_R	0.014	m	
SO_isotope:ULB-ADP_SYST_48_01_W13	Arm_length_R	0.018	m	
SO_isotope:ULB-ADP_SYST_48_01_W14	Arm_length_R	0.019	m	
SO_isotope:ULB-ADP_SYST_48_01_W15	Arm_length_R	0.017	m	
SO_isotope:ULB-ADP_SYST_48_01_W4	Arm_length_R	0.007	m	
SO_isotope:ULB-ADP_SYST_48_01_W5	Arm_length_R	0.005	m	
SO_isotope:ULB-ADP_SYST_48_01_W6	Arm_length_R	0.003	m	
SO_isotope:ULB-ADP_SYST_48_01_H1	Arm_length_R	0.025	m	
SO_isotope:ULB-ADP_SYST_48_01_H2	Arm_length_R	0.019	m	
SO_isotope:ULB-ADP_SYST_48_01_W2	Arm_length_R	0.019	m	
SO_isotope:ULB-ADP_SYST_48_01_W3	Arm_length_R	0.013	m	
SO_isotope:ULB-ADP_SYST_48_01_W7	Arm_length_R	0.01	m	
SO_isotope:ULB-ADP_SYST_48_01_W8	Arm_length_R	0.011	m	
SO_isotope:ULB-ADP_SYST_48_01_W9	Arm_length_R	0.005	m	
SO_isotope:ULB-ADP_SYST_48_01_Q1	Arm_length_R	0.015	m	
SO_isotope:ULB-ADP_SYST_48_01_Q2	Arm_length_R	0.013	m	
SO_isotope:ULB-ADP_SYST_48_01_Q3	Arm_length_R	0.005	m	
SO_isotope:ULB-ADP_SYST_33_14_B12	Arm_length_R	0.009	m	
SO_isotope:ULB-ADP_SYST_33_14_B13	Arm_length_R	0.011	m	
SO_isotope:ULB-ADP_SYST_33_14_B14	Arm_length_R	0.01	m	
SO_isotope:ULB-ADP_SYST_33_14_B15	Arm_length_R	0.009	m	
SO_isotope:ULB-ADP_SYST_33_14_B16	Arm_length_R	0.01	m	
SO_isotope:ULB-ADP_SYST_33_14_B17	Arm_length_R	0.012	m	
SO_isotope:ULB-ADP_SYST_33_14_B18	Arm_length_R	0.01	m	
SO_isotope:ULB-ADP_SYST_33_14_B19	Arm_length_R	0.01	m	
SO_isotope:ULB-ADP_SYST_33_14_B20	Arm_length_R	0.007	m	
SO_isotope:ULB-ADP_SYST_33_14_B4	Arm_length_R	0.006	m	
SO_isotope:ULB-ADP_SYST_33_14_C1	Arm_length_R	0.008	m	
SO_isotope:ULB-ADP_SYST_33_14_C3	Arm_length_R	0.019	m	
SO_isotope:ULB-ADP_SYST_33_14_C4	Arm_length_R	0.001	m	
SO_isotope:ULB-ADP_SYST_33_14_C5	Arm_length_R	0.002	m	
SO_isotope:ULB-ADP_SYST_48_01_A1	Arm_length_R	0.004	m	
SO_isotope:ULB-ADP_SYST_48_01_G1	Arm_length_R	0.019	m	
SO_isotope:ULB-ADP_SYST_48_01_J	Arm_length_R	0.005	m	
SO_isotope:ULB-ADP_SYST_48_01_P1	Arm_length_R	0.003	m	
SO_isotope:ULB-ADP_SYST_48_01_P2	Arm_length_R	0.006	m	
SO_isotope:ULB-ADP_SYST_48_01_P3	Arm_length_R	0.005	m	
SO_isotope:ULB-ADP_SYST_48_01_M	Arm_length_R	0.009	m	
SO_isotope:ULB-ADP_SYST_48_01_T1	Arm_length_R	0.035	m	
SO_isotope:ULB-ADP_SYST_48_01_T2	Arm_length_R	0.03	m	
SO_isotope:ULB-ADP_SYST_48_01_T3	Arm_length_R	0.027	m	
SO_isotope:ULB-ADP_SYST_48_01_T4	Arm_length_R	0.04	m	
SO_isotope:ULB-ADP_SYST_48_01_T5	Arm_length_R	0.038	m	
SO_isotope:ULB-ADP_SYST_33_14_B3	Arm_length_R	0.013	m	
SO_isotope:ULB-ARGOS34_1	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_14_1	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_22_7BATLOR01	Arm_length_R	0.019	m	
SO_isotope:ULB-ARGOS_19_2	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_19_6BATLOR02	Arm_length_R	0.108	m	
SO_isotope:ULB-ARGOS_19_6BATLOR03	Arm_length_R	0.083	m	
SO_isotope:ULB-ARGOS_19_6BATLOR04	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_19_6BATLOR05	Arm_length_R	0.082	m	
SO_isotope:ULB-ARGOS_19_6BATLOR06	Arm_length_R	0.1	m	
SO_isotope:ULB-ARGOS_19_6BATLOR07	Arm_length_R	0.128	m	
SO_isotope:ULB-ARGOS_19_6BATLOR08	Arm_length_R	0.126	m	
SO_isotope:ULB-ARGOS_19_6BATLOR09	Arm_length_R	0.09	m	
SO_isotope:ULB-ARGOS38_1	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_44_5	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS47_1	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS47_2	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_14_2	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_29_3	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_49_3	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS16_3	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_19_6PSICHA03	Arm_length_R	0.089	m	
SO_isotope:ULB-ARGOS_19_6PSICHA04	Arm_length_R	0.099	m	
SO_isotope:ULB-ARGOS_19_6PSICHA05	Arm_length_R	0.104	m	
SO_isotope:ULB-ARGOS_22_7PSICHA02	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS_37_3	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS16_2	Arm_length_R	0	m	
SO_isotope:ULB-ARGOS47_3	Arm_length_R	0	m	
SO_isotope:MNHN-IE-2009-7301	Arm_length_R	0.031	m	
SO_isotope:MNHN-IE-2009-7089	Arm_length_R	0.118	m	
SO_isotope:MNHN-IE-2009-7023	Arm_length_R	0.008	m	
SO_isotope:MNHN-IE-2009-7124	Arm_length_R	0.106	m	
SO_isotope:MNHN-IE-2009-7275	Arm_length_R	0.128	m	
SO_isotope:MNHN-IE-2009-7276	Arm_length_R	0.023	m	
SO_isotope:MNHN-IE-2009-6948	Arm_length_R	0.071	m	
SO_isotope:MNHN-IE-2009-7376	Arm_length_R	0.026	m	
SO_isotope:MNHN-IE-2009-6822	Arm_length_R	0.04	m	
SO_isotope:MNHN-IE-2009-7028	Arm_length_R	0.029	m	
SO_isotope:MNHN-IE-2009-6826	Arm_length_R	0.042	m	
SO_isotope:MNHN-IE-2009-6834	Arm_length_R	0.046	m	
SO_isotope:MNHN-IE-2009-6871	Arm_length_R	0.048	m	
SO_isotope:MNHN-IE-2009-6884	Arm_length_R	0.047	m	
SO_isotope:MNHN-IE-2009-6885	Arm_length_R	0.044	m	
SO_isotope:MNHN-IE-2009-6962	Arm_length_R	0.05	m	
SO_isotope:MNHN-IE-2009-7035	Arm_length_R	0.048	m	
SO_isotope:MNHN-IE-2009-7088	Arm_length_R	0.049	m	
SO_isotope:MNHN-IE-2009-7388	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-9101	Arm_length_R	0.036	m	
SO_isotope:MNHN-IE-2013-9114	Arm_length_R	0.037	m	
SO_isotope:MNHN-IE-2013-9115	Arm_length_R	0.037	m	
SO_isotope:MNHN-IE-2013-9116	Arm_length_R	0.023	m	
SO_isotope:MNHN-IE-2009-6807	Arm_length_R	0.081	m	
SO_isotope:MNHN-IE-2009-6886	Arm_length_R	0.083	m	
SO_isotope:MNHN-IE-2009-7273	Arm_length_R	0.02	m	
SO_isotope:MNHN-IE-2009-7026	Arm_length_R	0.048	m	
SO_isotope:MNHN-IE-2009-7122	Arm_length_R	0.038	m	
SO_isotope:MNHN-IE-2009-7374	Arm_length_R	0.011	m	
SO_isotope:MNHN-IE-2009-7378	Arm_length_R	0.021	m	
SO_isotope:MNHN-IE-2009-6829	Arm_length_R	0.037	m	
SO_isotope:MNHN-IE-2009-6954	Arm_length_R	0.043	m	
SO_isotope:MNHN-IE-2009-7307	Arm_length_R	0.039	m	
SO_isotope:MNHN-IE-2009-7394	Arm_length_R	0.012	m	
SO_isotope:MNHN-IE-2013-17403	Arm_length_R	0.014	m	
SO_isotope:MNHN-IE-2013-17404	Arm_length_R	0.012	m	
SO_isotope:MNHN-IE-2009-7054	Arm_length_R	0.072	m	
SO_isotope:MNHN-IE-2009-8010	Arm_length_R	0.041	m	
SO_isotope:MNHN-IE-2009-8011	Arm_length_R	0.047	m	
SO_isotope:MNHN-IE-2013-1737	Arm_length_R	0.058	m	
SO_isotope:MNHN-IE-2013-1738	Arm_length_R	0.041	m	
SO_isotope:MNHN-IE-2013-1739	Arm_length_R	0.054	m	
SO_isotope:MNHN-IE-2013-17405	Arm_length_R	0.06	m	
SO_isotope:MNHN-IE-2013-1742	Arm_length_R	0.051	m	
SO_isotope:MNHN-IE-2013-1744	Arm_length_R	0.037	m	
SO_isotope:MNHN-IE-2009-7311	Arm_length_R	0.053	m	
SO_isotope:MNHN-IE-2009-7381	Arm_length_R	0.017	m	
SO_isotope:MNHN-IE-2009-7384	Arm_length_R	0.008	m	
SO_isotope:MNHN-IE-2009-7385	Arm_length_R	0.005	m	
SO_isotope:MNHN-IE-2009-8009	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1643	Arm_length_R	0.005	m	
SO_isotope:MNHN-IE-2013-1644	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1645	Arm_length_R	0.008	m	
SO_isotope:MNHN-IE-2013-1665	Arm_length_R	0.005	m	
SO_isotope:MNHN-IE-2013-1667	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1668	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1670	Arm_length_R	0.007	m	
SO_isotope:MNHN-IE-2013-1671	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1680	Arm_length_R	0.007	m	
SO_isotope:MNHN-IE-2013-1681	Arm_length_R	0.007	m	
SO_isotope:MNHN-IE-2013-1682	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1683	Arm_length_R	0.007	m	
SO_isotope:MNHN-IE-2013-1686	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1692	Arm_length_R	0.007	m	
SO_isotope:MNHN-IE-2013-1693	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2013-1696	Arm_length_R	0.007	m	
SO_isotope:MNHN-IE-2009-8008	Arm_length_R	0.006	m	
SO_isotope:MNHN-IE-2009-6891	Arm_length_R	0.095	m	
SO_isotope:MNHN-IE-2009-6956	Arm_length_R	0.058	m	
SO_isotope:MNHN-IE-2009-7032	Arm_length_R	0.114	m	
SO_isotope:MNHN-IE-2009-7033	Arm_length_R	0.098	m	
SO_isotope:MNHN-IE-2009-7077	Arm_length_R	0.054	m	
SO_isotope:MNHN-IE-2009-7386	Arm_length_R	0.019	m	
SO_isotope:MNHN-IE-2013-1608	Arm_length_R	0.011	m	
SO_isotope:MNHN-IE-2013-1609	Arm_length_R	0.021	m	
SO_isotope:MNHN-IE-2009-6791	Arm_length_R	0.115	m	
SO_isotope:MNHN-IE-2009-7114	Arm_length_R	0.014	m	
SO_isotope:MNHN-IE-2009-7306	Arm_length_R	0.009	m	
SO_isotope:MNHN-IE-2009-7396	Arm_length_R	0.011	m	
SO_isotope:MNHN-IE-2009-8006	Arm_length_R	0.011	m	
SO_isotope:MNHN-IE-2009-8007	Arm_length_R	0.01	m	
SO_isotope:MNHN-IE-2013-1624	Arm_length_R	0.011	m	
SO_isotope:MNHN-IE-2013-1626	Arm_length_R	0.008	m	
SO_isotope:MNHN-IE-2013-1627	Arm_length_R	0.012	m	
SO_isotope:MNHN-IE-2013-1629	Arm_length_R	0.015	m	
SO_isotope:MNHN-IE-2013-1630	Arm_length_R	0.01	m	
SO_isotope:MNHN-IE-2013-1633	Arm_length_R	0.015	m	
SO_isotope:MNHN-IE-2013-1634	Arm_length_R	0.014	m	
SO_isotope:MNHN-IE-2009-6958	Arm_length_R	0.026	m	
SO_isotope:MNHN-IE-2009-7116	Arm_length_R	0.025	m	
SO_isotope:MNHN-IE-2009-7270	Arm_length_R	0.021	m	
SO_isotope:MNHN-IE-2009-7271	Arm_length_R	0.022	m	
SO_isotope:MNHN-IE-2009-7304	Arm_length_R	0.022	m	
SO_isotope:MNHN-IE-2009-7398	Arm_length_R	0.021	m	
SO_isotope:MNHN-IE-2009-7401	Arm_length_R	0.044	m	
SO_isotope:MNHN-IE-2013-1706	Arm_length_R	0.019	m	
SO_isotope:MNHN-IE-2013-1709	Arm_length_R	0.018	m	
SO_isotope:MNHN-IE-2013-1720	Arm_length_R	0.019	m	
SO_isotope:MNHN-IE-2013-1722	Arm_length_R	0.024	m	
SO_isotope:MNHN-IE-2009-7118	Arm_length_R	0.035	m	
SO_isotope:MNHN-IE-2009-7299	Arm_length_R	0.028	m	
SO_isotope:MNHN-IE-2013-1726	Arm_length_R	0.025	m	
SO_isotope:MNHN-IE-2013-1734	Arm_length_R	0.018	m	
SO_isotope:ULB-EPOS3_224.7_Aco_cap_1	Arm_length_R	0.055	m	
SO_isotope:ULB-EPOS3_224.8_Aco_cap_2	Arm_length_R	0.051	m	
SO_isotope:ULB-EPOS3_274.3_Aco_cap_1	Arm_length_R	0.048	m	
SO_isotope:ULB-EPOS3_284.1_Aco_cons_1	Arm_length_R	0.107	m	
SO_isotope:ULB-EPOS3_290.9_Aco_cons_1	Arm_length_R	0.08	m	
SO_isotope:ULB-EPOS3_291.18_Aco_cons_1	Arm_length_R	0.065	m	
SO_isotope:ULB-EPOS3_235.20_Aco_hod_1	Arm_length_R	0.05	m	
SO_isotope:ULB-EPOS3_235.21_Aco_hod_2	Arm_length_R	0.065	m	
SO_isotope:ULB-EPOS3_290.2_Aco_mar_1	Arm_length_R	0.061	m	
SO_isotope:ULB-EPOS3_290.3_Aco_hod_2	Arm_length_R	0.015	m	
SO_isotope:ULB-EPOS3_230.19_Aco_mar_1	Arm_length_R	0.06	m	
SO_isotope:ULB-EPOS3_235.3_Aco_mar_1	Arm_length_R	0.064	m	
SO_isotope:ULB-EPOS3_241.26_Aco_mar_1	Arm_length_R	0.041	m	
SO_isotope:ULB-EPOS3_241.7_Aco_mar_1	Arm_length_R	0.116	m	
SO_isotope:ULB-EPOS3_245.2_Aco_mar_1	Arm_length_R	0.032	m	
SO_isotope:ULB-EPOS3_245.3_Aco_mar_2	Arm_length_R	0.077	m	
SO_isotope:ULB-EPOS3_257.1_Aco_mar_1	Arm_length_R	0.086	m	
SO_isotope:ULB-EPOS3_273.1_Aco_mar_1	Arm_length_R	0.082	m	
SO_isotope:ULB-EPOS3_275.1_Aco_mar_1	Arm_length_R	0.124	m	
SO_isotope:ULB-EPOS3_275.2_Aco_mar_2	Arm_length_R	0.082	m	
SO_isotope:ULB-EPOS3_230.13_Ade_pap_1	Arm_length_R	0.047	m	
SO_isotope:ULB-EPOS3_241.30_Ade_pap_1	Arm_length_R	0.092	m	
SO_isotope:ULB-EPOS3_261.23_Ade_pap_1	Arm_length_R	0.14	m	
SO_isotope:ULB-EPOS3_261.24_Ade_pap_2	Arm_length_R	0.156	m	
SO_isotope:ULB-EPOS3_293.22_Ade_pap_1	Arm_length_R	0.071	m	
SO_isotope:ULB-EPOS3_211.1_Bat_lor_1	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_217.1_Bat_lor_1	Arm_length_R	0.028	m	
SO_isotope:ULB-EPOS3_217.2_Bat_lor_2	Arm_length_R	0.029	m	
SO_isotope:ULB-EPOS3_217.3_Bat_lor_3	Arm_length_R	0.02	m	
SO_isotope:ULB-EPOS3_224.1_Bat_lor_1	Arm_length_R	0.054	m	
SO_isotope:ULB-EPOS3_226.1_Bat_lor_1	Arm_length_R	0.066	m	
SO_isotope:ULB-EPOS3_226.10_Bat_lor_10	Arm_length_R	0.023	m	
SO_isotope:ULB-EPOS3_226.11_Bat_lor_11	Arm_length_R	0.02	m	
SO_isotope:ULB-EPOS3_226.12_Bat_lor_12	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_226.2_Bat_lor_2	Arm_length_R	0.016	m	
SO_isotope:ULB-EPOS3_226.3_Bat_lor_3	Arm_length_R	0.02	m	
SO_isotope:ULB-EPOS3_226.4_Bat_lor_4	Arm_length_R	0.03	m	
SO_isotope:ULB-EPOS3_226.5_Bat_lor_5	Arm_length_R	0.039	m	
SO_isotope:ULB-EPOS3_226.6_Bat_lor_6	Arm_length_R	0.017	m	
SO_isotope:ULB-EPOS3_226.7_Bat_lor_7	Arm_length_R	0.018	m	
SO_isotope:ULB-EPOS3_226.8_Bat_lor_8	Arm_length_R	0.029	m	
SO_isotope:ULB-EPOS3_226.9_Bat_lor_9	Arm_length_R	0.023	m	
SO_isotope:ULB-EPOS3_229.1_Bat_lor_1	Arm_length_R	0.049	m	
SO_isotope:ULB-EPOS3_229.2_Bat_lor_2	Arm_length_R	0.042	m	
SO_isotope:ULB-EPOS3_235.1_Bat_lor_1	Arm_length_R	0.146	m	
SO_isotope:ULB-EPOS3_235.2_Bat_lor_2	Arm_length_R	0.134	m	
SO_isotope:ULB-EPOS3_241.1_Bat_lor_1	Arm_length_R	0.019	m	
SO_isotope:ULB-EPOS3_241.2_Bat_lor_2	Arm_length_R	0.036	m	
SO_isotope:ULB-EPOS3_241.3_Bat_lor_3	Arm_length_R	0.022	m	
SO_isotope:ULB-EPOS3_241.4_Bat_lor_4	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_241.5_Bat_lor_5	Arm_length_R	0.025	m	
SO_isotope:ULB-EPOS3_241.6_Bat_lor_6	Arm_length_R	0.028	m	
SO_isotope:ULB-EPOS3_282.1_Bat_lor_1	Arm_length_R	0.127	m	
SO_isotope:ULB-EPOS3_253.1_Bat_lor_1	Arm_length_R	0.069	m	
SO_isotope:ULB-EPOS3_253.12_Bat_lor_3	Arm_length_R	0.064	m	
SO_isotope:ULB-EPOS3_253.13_Bat_lor_4	Arm_length_R	0.049	m	
SO_isotope:ULB-EPOS3_253.14_Bat_lor_5	Arm_length_R	0.059	m	
SO_isotope:ULB-EPOS3_253.2_Bat_lor_2	Arm_length_R	0.042	m	
SO_isotope:ULB-EPOS3_295.1_Bat_lor_1	Arm_length_R	0.091	m	
SO_isotope:ULB-EPOS3_295.1_Bat_lor_1_2	Arm_length_R	0.081	m	
SO_isotope:ULB-EPOS3_295.2_Bat_lor_2	Arm_length_R	0.095	m	
SO_isotope:ULB-EPOS3_295.2_Bat_lor_2_2	Arm_length_R	0.082	m	
SO_isotope:ULB-EPOS3_295.3_Bat_lor_3	Arm_length_R	0.061	m	
SO_isotope:ULB-EPOS3_295.4_Bat_lor_4	Arm_length_R	0.033	m	
SO_isotope:ULB-EPOS3_295.5_Bat_lor_5	Arm_length_R	0.041	m	
SO_isotope:ULB-EPOS3_295.6_Bat_lor_6	Arm_length_R	0.037	m	
SO_isotope:ULB-EPOS3_295.7_Bat_lor_7	Arm_length_R	0.027	m	
SO_isotope:ULB-EPOS3_217.5_Cue_inv_1	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_224.2_Cue_inv_1	Arm_length_R	0.07	m	
SO_isotope:ULB-EPOS3_226.17_Cue_inv_1	Arm_length_R	0.063	m	
SO_isotope:ULB-EPOS3_226.18_Cue_inv_1	Arm_length_R	0.087	m	
SO_isotope:ULB-EPOS3_226.19_Cue_inv_3	Arm_length_R	0.028	m	
SO_isotope:ULB-EPOS3_229.3_Cue_inv_1	Arm_length_R	0.046	m	
SO_isotope:ULB-EPOS3_235.10_Cue_inv_7	Arm_length_R	0.057	m	
SO_isotope:ULB-EPOS3_235.11_Cue_inv_8	Arm_length_R	0.043	m	
SO_isotope:ULB-EPOS3_235.12_Cue_inv_9	Arm_length_R	0.053	m	
SO_isotope:ULB-EPOS3_235.13_Cue_inv_13	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_235.14_Cue_inv_14	Arm_length_R	0.022	m	
SO_isotope:ULB-EPOS3_235.15_Cue_inv_15	Arm_length_R	0.09	m	
SO_isotope:ULB-EPOS3_235.4_Cue_inv_1	Arm_length_R	0.071	m	
SO_isotope:ULB-EPOS3_235.5_Cue_inv_2	Arm_length_R	0.068	m	
SO_isotope:ULB-EPOS3_235.6_Cue_inv_3	Arm_length_R	0.064	m	
SO_isotope:ULB-EPOS3_235.7_Cue_inv_4	Arm_length_R	0.016	m	
SO_isotope:ULB-EPOS3_235.8_Cue_inv_5	Arm_length_R	0.034	m	
SO_isotope:ULB-EPOS3_235.9_Cue_inv_6	Arm_length_R	0.051	m	
SO_isotope:ULB-EPOS3_241.10_Cue_inv_4	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_241.11_Cue_inv_5	Arm_length_R	0.066	m	
SO_isotope:ULB-EPOS3_241.12_Cue_inv_6	Arm_length_R	0.044	m	
SO_isotope:ULB-EPOS3_241.13_Cue_inv_7	Arm_length_R	0.081	m	
SO_isotope:ULB-EPOS3_241.7_Cue_inv_1	Arm_length_R	0.105	m	
SO_isotope:ULB-EPOS3_241.8_Cue_inv_2	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_241.9_Cue_inv_3	Arm_length_R	0.025	m	
SO_isotope:ULB-EPOS3_261.2_Cue_inv_1	Arm_length_R	0.032	m	
SO_isotope:ULB-EPOS3_282.1_Cue_inv_1	Arm_length_R	0.04	m	
SO_isotope:ULB-EPOS3_282.2_Cue_inv_2	Arm_length_R	0.06	m	
SO_isotope:ULB-EPOS3_282.3_Cue_inv_3	Arm_length_R	0.077	m	
SO_isotope:ULB-EPOS3_235.28_Cyc_ver_1	Arm_length_R	0.014	m	
SO_isotope:ULB-EPOS3_235.29_Cyc_ver_2	Arm_length_R	0.013	m	
SO_isotope:ULB-EPOS3_235.30_Cyc_ver_3	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_235.31_Cyc_ver_4	Arm_length_R	0.025	m	
SO_isotope:ULB-EPOS3_235.32_Cyc_ver_5	Arm_length_R	0.042	m	
SO_isotope:ULB-EPOS3_235.33_Cyc_ver_6	Arm_length_R	0.061	m	
SO_isotope:ULB-EPOS3_212.2_Dipla_bran_1	Arm_length_R	0.063	m	
SO_isotope:ULB-EPOS3_217.11_Dipla_bran_1	Arm_length_R	0.044	m	
SO_isotope:ULB-EPOS3_226.29_Dipla_bran_1	Arm_length_R	0.053	m	
SO_isotope:ULB-EPOS3_226.30_Dipla_bran_2	Arm_length_R	0.041	m	
SO_isotope:ULB-EPOS3_230.20_Dipla_bran_1	Arm_length_R	0.048	m	
SO_isotope:ULB-EPOS3_235.37_Dipla_bran_1	Arm_length_R	0.104	m	
SO_isotope:ULB-EPOS3_217.10_Gla_ant_3	Arm_length_R	0.011	m	
SO_isotope:ULB-EPOS3_217.4_Gla_ant_1	Arm_length_R	0.04	m	
SO_isotope:ULB-EPOS3_217.9_Gla_ant_2	Arm_length_R	0.012	m	
SO_isotope:ULB-EPOS3_224.3_Gla_ant_1	Arm_length_R	0.003	m	
SO_isotope:ULB-EPOS3_224.4_Gla_ant_2	Arm_length_R	0.007	m	
SO_isotope:ULB-EPOS3_224.5_Gla_ant_3	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_224.6_Gla_ant_4	Arm_length_R	0.003	m	
SO_isotope:ULB-EPOS3_226.20_Gla_ant_1	Arm_length_R	0.028	m	
SO_isotope:ULB-EPOS3_226.21_Gla_ant_2	Arm_length_R	0.037	m	
SO_isotope:ULB-EPOS3_226.22_Gla_ant_3	Arm_length_R	0.038	m	
SO_isotope:ULB-EPOS3_226.23_Gla_ant_4	Arm_length_R	0.051	m	
SO_isotope:ULB-EPOS3_226.24_Gla_ant_5	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_226.25_Gla_ant_6	Arm_length_R	0.021	m	
SO_isotope:ULB-EPOS3_229.8_Gla_ant_1	Arm_length_R	0.055	m	
SO_isotope:ULB-EPOS3_230.1_Gla_ant_1	Arm_length_R	0.019	m	
SO_isotope:ULB-EPOS3_230.14_Gla_ant_9	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_230.15_Gla_ant_10	Arm_length_R	0.008	m	
SO_isotope:ULB-EPOS3_230.16_Gla_ant_11	Arm_length_R	0.008	m	
SO_isotope:ULB-EPOS3_230.17_Gla_ant_12	Arm_length_R	0.014	m	
SO_isotope:ULB-EPOS3_230.18_Gla_ant_13	Arm_length_R	0.015	m	
SO_isotope:ULB-EPOS3_230.2_Gla_ant_2	Arm_length_R	0.012	m	
SO_isotope:ULB-EPOS3_230.3_Gla_ant_3	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_230.4_Gla_ant_4	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_230.5_Gla_ant_5	Arm_length_R	0.01	m	
SO_isotope:ULB-EPOS3_230.6_Gla_ant_6	Arm_length_R	0.006	m	
SO_isotope:ULB-EPOS3_230.7_Gla_ant_7	Arm_length_R	0.006	m	
SO_isotope:ULB-EPOS3_230.8_Gla_ant_8	Arm_length_R	0.006	m	
SO_isotope:ULB-EPOS3_235.13_Gla_ant_1	Arm_length_R	0.013	m	
SO_isotope:ULB-EPOS3_235.21_Gla_ant_2	Arm_length_R	0.032	m	
SO_isotope:ULB-EPOS3_235.22_Gla_ant_3	Arm_length_R	0.047	m	
SO_isotope:ULB-EPOS3_235.23_Gla_ant_4	Arm_length_R	0.017	m	
SO_isotope:ULB-EPOS3_241.20_Gla_ant_1	Arm_length_R	0.06	m	
SO_isotope:ULB-EPOS3_245.4_Gla_ant_1	Arm_length_R	0.008	m	
SO_isotope:ULB-EPOS3_245.5_Gla_ant_2	Arm_length_R	0.007	m	
